back_dock_failed.wav,"Nemohu najít nabíjecí stanici. Odstraňte překážky a očistěte nabíjecí kontakty"
back_dock_nearby.wav,"Nemohu najít nabíjecí stanici. Odstraňte překážky"
bin_in.wav,"Prachový koš vložen"
bin_out.wav,"Prachový koš vyjmut"
binout_error10.wav,"Prachový koš vyjmut, vyčistěte prosím filtr"
bl_recovery_bootfailed.wav,"Zapínání selhalo. Za přibližně 5 minut dojde k obnově původní verze. Buďte prosím trpěliví"
bl_recovery_failed.wav,"Zotavení selhalo. Zkuste to prosím znovu"
bl_recovery_retry.wav,"Restartuji zotavení. Tato operace zabere přibližně 5 minut. Buďte prosím trpěliví"
bl_recovery_start.wav,"Probíha zotavení. Tato operace zabere přibližně 5 minut. Buďte prosím trpěliví"
bl_recovery_updatefailed.wav,"Aktualizace selhala. Za přibližně 5 minut dojde k obnově původní verze. Buďte prosím trpěliví"
charging.wav,"Nabíjím"
clean_bin.wav,"Vyčistěte prosím prachový koš"
clean_finish.wav,"Úklid dokončen. Vracím se zpátky do nabíjecí stanice"
error_internal.wav,"Došlo k vnitřní chybě. Zrestartujte prosím systém"
error1.wav,"Chyba 1, Zkuste otočit oranžovou hlavou laseru pro ověření, že není zablokována"
error2.wav,"Chyba 2, Vyčistěte a zlehka zatlačte na nárazník"
error3.wav,"Chyba 3, Zkuste přesunout vysavač na jiné místo"
error4.wav,"Chyba 4, Vyčistěte senzory převýšení a přesuňte vysavač na jiné místo"
error5.wav,"Chyba 5, Vyjměte a vyčistěte hlavní kartáč"
error6.wav,"Chyba 6, Vyjměte a vyčistěte boční kartáč"
error7.wav,"Chyba 7, Ověřte, že hlavní kola nejsou zablokována. Poté přesuňte vysavač na jiné místo a zkuste to znovu"
error8.wav,"Chyba 8, Ověřte, že kolem vysavače nejsou žádné překážky"
error9.wav,"Chyba 9, Vložte prachový koš a filtr"
error10.wav,"Chyba 10, Ověřte, že filtr byl vysušen nebo ho vyčistěte"
error11.wav,"Chyba 11, Detekováno silné magnetické pole. Přesuňte zařízení od virtuální zdi a zkuste to znovu"
error12.wav,"Chyba 12, Baterie je vybitá, nabijte Váš vysavač"
error13.wav,"Chyba 13, Nabíjení nefunguje správně. Ověřte nabíjecí kontakty"
error14.wav,"Chyba 14, Baterie nefunguje správně"
error15.wav,"Chyba 15, Vyčistěte senzor stěn"
error16.wav,"Chyba 16, Umístěte vysavač na vodorovný povrch"
error17.wav,"Chyba 17, Boční kartáč nefunguje správně. Proveďte prosím restart systému"
error18.wav,"Chyba 18, Sací ventilátor nefunguje správně. Proveďte prosím restart systému"
error19.wav,"Chyba 19, Nabíjecí stanice je bez elektřiny. Ověřte prosím napájení"
error21.wav,"Chyba 21, Ověřte prosím, že není přitlačen horní kryt laserového senzoru vzdálenosti"
error22.wav,"Chyba 22, Očistěte prosím senzor nabíjecí stanice"
error23.wav,"Chyba 23, Ověřte prosím, že je dostatek místa okolo nabíjecí stanice"
error24.wav,"Chyba 24, Detekována nou-gou zóna nebo virtuální zeď. Přesuňte prosím vysavač mimo tuto oblast"
findme.wav,"Haló, tady jsem"
finish.wav,"Úklid dokončen"
goto.wav,"Přesouvám se na Vámi určené místo"
goto_complete.wav,"Jsem na Vámi určeném místě"
goto_failed.wav,"Přesun na Vámi určené místo nebyl úspěšný"
home.wav,"Vracím se do nabíjecí stanice"
no_power.wav,"Nízký stav baterie, vracím se do nabíjecí stanice"
no_power_charging.wav,"Nízký stav baterie, potřebuji více času na nabití"
no_spot_on_dock.wav,"Přesuňte vysavač do cílové oblasti před spuštěním čištění místa"
pause.wav,"Pozastaven"
power_off.wav,"Vypínám se"
power_off_rejected.wav,"Aby mohl být vysavač vypnut, přesuňte ho mimo nabíjecí stanici"
power_resume_clean.wav,"Baterie je nabitá, pokračuji v úklidu"
relocate_failed.wav,"Nemohu zjistit kde jsem"
remote.wav,"Vzdálené ovládání zapnuto"
remote_complete.wav,"Vzdálené ovládání vypnuto"
restart_backtodock_ignore_forbidden_zone.wav,"Pozicování selhalo. Virtuální zeď nou-gou zóny je neplatná. Pokračuji v nabíjení"
restart_clean.wav,"Pozicování selhalo, zahajuji nový úklid"
restart_clean_ignore_forbidden_zone.wav,"Pozicování selhalo. Virtuální zeď nou-gou zóny je neplatná. Zahajuji nový úklid"
restart_spot_ignore_forbidden_zone.wav,"Pozicování selhalo. Virtuální zeď nou-gou zóny je neplatná. Pokračuji v čištění místa"
resume_clean.wav,"Pokračuji v úklidu"
resume_home.wav,"Pokračuji v návratu do nabíjecí stanice"
resume_zone.wav,"Pokračuji v zónovém úklidu"
return_no.wav,"Nemohu se vrátit na počáteční pozici"
return_yes.wav,"Nemohu najít nabíjecí stanici. Přemístěte vysavač blíže k ní a zkuste to znovu"
spot.wav,"Zahajuji čištění místa"
start.wav,"Zahajuji úklid"
stop_goto.wav,"Přesun zastaven"
stop_scheduled_clean.wav,"Pozicování selhalo. Naplánované čištění bylo zrušeno"
stop_spot.wav,"Čištění místa zastaveno"
stop_zone.wav,"Zónové čištění dokončeno"
stop.wav,"Úklid dokončen"
sysupd_complete.wav,"Aktualizace úspěšně dokončena"
sysupd_failed.wav,"Firmware nelze aktualizovat. Vracím se na předchozí verzi"
sysupd_notready.wav,"Prosím dobijte svůj vysavač. Aktualizaci vyzkoušejte poté, co bude vysavač nabit alespoň na 20 %"
sysupd_start.wav,"Aktualizuji firmware. Tato operace může trvat 5 až 10 minut"
sysupd_wip.wav,"Vyčkejte prosím na dokončení aktualizace"
timed_clean.wav,"Zahajuji naplánovaný úklid"
wifi_reset.wav,"Resetuji WiFi"
zone.wav,"Zahajuji úklid zóny"
zone_complete.wav,"Úklid zóny dokončen. Vracím se zpět do nabíjecí stanice"
zone_failed.wav,"Úklid zóny dokončen. Vracím se zpět do nabíjeci stanice. Některé nedostupné oblasti nebyly uklizeny"
